condition_id,task,distractor_type,noise_count,gold_count,menu_size,gold_fraction,gold_positions,mean_distractor_gold_similarity,max_distractor_gold_similarity,parse_status,parse_mode,selected_count,selected_skill_ids,prompt_tokens,completion_tokens,total_tokens,latency_seconds,retry_count,precision_inclusive,precision_conditional,gold_recall,selection_f1,exact_set_match,complete_gold_coverage,missing_gold_count,extra_skill_count,any_wrong_selection,empty_selection,jaccard
find-topk-similiar-chemicals|random|n20,find-topk-similiar-chemicals,random,20,3,23,0.130435,2;8;18,,,ok,strict,2,benchflow-ai--pubchem-database;benchflow-ai--rdkit,1522,10,1532,3.4608,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
find-topk-similiar-chemicals|hard|n20,find-topk-similiar-chemicals,hard,20,3,23,0.130435,2;10;21,0.637567,1.0,ok,strict,10,K-Dense-AI--datamol;K-Dense-AI--rdkit;aminoanalytica--rdkit;benchflow-ai--pubchem-database;benchflow-ai--rdkit;davila7--datamol;davila7--pubchem-database;davila7--rdkit;mims-harvard--tooluniverse-chemical-compound-retrieval;moosegoose0701--rdkit,1705,41,1746,3.2262,0,0.2,0.2,0.666667,0.307692,0.0,0.0,1,8,1.0,0.0,0.181818
fix-build-agentops|shared|n0,fix-build-agentops,shared,0,4,4,1.0,1;2;3;4,,,ok,strict,0,,280,5,285,1.9293,0,0.0,,0.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0
fix-build-agentops|random|n2,fix-build-agentops,random,2,4,6,0.666667,2;3;4;5,,,ok,strict,0,,381,5,386,2.3531,0,0.0,,0.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0
fix-build-agentops|hard|n2,fix-build-agentops,hard,2,4,6,0.666667,2;3;4;6,0.289002,0.330135,ok,strict,1,oaustegard--generating-patches,344,6,350,3.2458,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1.0,0.0,0.0
fix-build-agentops|random|n5,fix-build-agentops,random,5,4,9,0.444444,2;4;6;7,,,ok,strict,0,,503,5,508,3.5455,0,0.0,,0.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0
fix-build-agentops|hard|n5,fix-build-agentops,hard,5,4,9,0.444444,2;4;5;7,0.31865,0.436776,ok,strict,1,oaustegard--generating-patches,476,6,482,2.3913,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1.0,0.0,0.0
fix-build-agentops|random|n10,fix-build-agentops,random,10,4,14,0.285714,4;7;9;10,,,ok,strict,1,benchflow-ai--analyze-ci,840,7,847,3.4036,0,1.0,1.0,0.25,0.4,0.0,0.0,3,0,0.0,0.0,0.25
fix-build-agentops|hard|n10,fix-build-agentops,hard,10,4,14,0.285714,2;5;6;8,0.323433,0.436776,ok,strict,2,oaustegard--generating-patches;tkersey--patch,705,10,715,3.2215,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1.0,0.0,0.0
fix-build-agentops|random|n20,fix-build-agentops,random,20,4,24,0.166667,5;11;13;15,,,ok,strict,1,benchflow-ai--testing-python,1423,6,1429,2.7343,0,1.0,1.0,0.25,0.4,0.0,0.0,3,0,0.0,0.0,0.25
fix-build-agentops|hard|n20,fix-build-agentops,hard,20,4,24,0.166667,3;8;9;14,0.329,0.465601,ok,strict,2,oaustegard--generating-patches;tkersey--patch,1199,23,1222,4.8663,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1.0,0.0,0.0
fix-build-google-auto|shared|n0,fix-build-google-auto,shared,0,3,3,1.0,1;2;3,,,ok,strict,3,benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-dependency-management;benchflow-ai--maven-plugin-configuration,213,12,225,2.1124,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
fix-build-google-auto|random|n2,fix-build-google-auto,random,2,3,5,0.6,1;3;4,,,ok,strict,3,benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-dependency-management;benchflow-ai--maven-plugin-configuration,323,12,335,2.3309,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
fix-build-google-auto|hard|n2,fix-build-google-auto,hard,2,3,5,0.6,1;3;4,0.871104,1.0,ok,strict,5,benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-dependency-management;benchflow-ai--maven-plugin-configuration;curiouslearner--java-maven-helper;thebushidocollective--maven-build-lifecycle,271,18,289,3.7735,0,0.6,0.6,1.0,0.75,0.0,1.0,0,2,1.0,0.0,0.6
fix-build-google-auto|random|n5,fix-build-google-auto,random,5,3,8,0.375,1;6;7,,,ok,strict,3,benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-dependency-management;benchflow-ai--maven-plugin-configuration,511,12,523,2.148,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
fix-build-google-auto|hard|n5,fix-build-google-auto,hard,5,3,8,0.375,1;6;7,0.737398,1.0,ok,strict,7,benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-dependency-management;benchflow-ai--maven-plugin-configuration;curiouslearner--java-maven-helper;jabrena--110-java-maven-best-practices;personamanagmentlayer--java-expert;thebushidocollective--maven-build-lifecycle,459,24,483,3.3174,0,0.428571,0.428571,1.0,0.6,0.0,1.0,0,4,1.0,0.0,0.428571
fix-build-google-auto|random|n10,fix-build-google-auto,random,10,3,13,0.230769,2;10;11,,,ok,strict,3,benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-dependency-management;benchflow-ai--maven-plugin-configuration,1024,14,1038,2.7818,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
fix-build-google-auto|hard|n10,fix-build-google-auto,hard,10,3,13,0.230769,2;10;11,0.652723,1.0,ok,strict,7,benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-dependency-management;benchflow-ai--maven-plugin-configuration;curiouslearner--java-maven-helper;jabrena--110-java-maven-best-practices;personamanagmentlayer--java-expert;thebushidocollective--maven-build-lifecycle,929,32,961,2.6203,0,0.428571,0.428571,1.0,0.6,0.0,1.0,0,4,1.0,0.0,0.428571
fix-build-google-auto|random|n20,fix-build-google-auto,random,20,3,23,0.130435,3;19;20,,,ok,strict,3,benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-dependency-management;benchflow-ai--maven-plugin-configuration,1465,19,1484,2.1648,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
fix-build-google-auto|hard|n20,fix-build-google-auto,hard,20,3,23,0.130435,3;18;19,0.533255,1.0,ok,strict,10,Yeachan-Heo--build-fix;benchflow-ai--maven-build-lifecycle;benchflow-ai--maven-plugin-configuration;curiouslearner--java-maven-helper;dawiddutoit--java-best-practices-debug-analyzer;jabrena--110-java-maven-best-practices;jabrena--112-java-maven-plugins;jh941213--build-fix;personamanagmentlayer--java-expert;thebushidocollective--maven-build-lifecycle,1632,44,1676,4.1923,0,0.2,0.2,0.666667,0.307692,0.0,0.0,1,8,1.0,0.0,0.181818
fix-druid-loophole-cve|shared|n0,fix-druid-loophole-cve,shared,0,2,2,1.0,1;2,,,ok,strict,0,,218,5,223,2.3253,0,0.0,,0.0,0.0,0.0,0.0,2,0,0.0,1.0,0.0
fix-druid-loophole-cve|random|n2,fix-druid-loophole-cve,random,2,2,4,0.5,2;4,,,ok,strict,1,benchflow-ai--senior-java,357,6,363,3.1595,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
fix-druid-loophole-cve|hard|n2,fix-druid-loophole-cve,hard,2,2,4,0.5,2;4,0.206472,0.206472,ok,strict,0,,328,5,333,2.3537,0,0.0,,0.0,0.0,0.0,0.0,2,0,0.0,1.0,0.0
fix-druid-loophole-cve|random|n5,fix-druid-loophole-cve,random,5,2,7,0.285714,3;7,,,ok,strict,1,benchflow-ai--senior-java,500,6,506,2.6084,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
fix-druid-loophole-cve|hard|n5,fix-druid-loophole-cve,hard,5,2,7,0.285714,3;7,0.203688,0.246877,ok,strict,1,fusengine--cve-research,486,6,492,3.9312,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1.0,0.0,0.0
fix-druid-loophole-cve|random|n10,fix-druid-loophole-cve,random,10,2,12,0.166667,5;11,,,ok,strict,2,benchflow-ai--jackson-security;benchflow-ai--senior-java,807,10,817,3.5513,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
fix-druid-loophole-cve|hard|n10,fix-druid-loophole-cve,hard,10,2,12,0.166667,6;11,0.249014,0.417,ok,strict,3,arvindand--maven-tools;benchflow-ai--maven-build-lifecycle;fusengine--cve-research,733,12,745,3.8222,0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1.0,0.0,0.0
fix-druid-loophole-cve|random|n20,fix-druid-loophole-cve,random,20,2,22,0.090909,6;17,,,ok,strict,2,benchflow-ai--senior-java;cin12211--research-expert,1334,9,1343,2.4434,0,0.5,0.5,0.5,0.5,0.0,0.0,1,1,1.0,0.0,0.333333
fix-druid-loophole-cve|hard|n20,fix-druid-loophole-cve,hard,20,2,22,0.090909,11;20,0.269324,0.474093,ok,strict,5,arvindand--maven-tools;benchflow-ai--maven-build-lifecycle;curiouslearner--java-maven-helper;fusengine--cve-research;thebushidocollective--maven-build-lifecycle,1244,38,1282,4.2788,0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,0.0,0.0
fix-erlang-ssh-cve|shared|n0,fix-erlang-ssh-cve,shared,0,6,6,1.0,1;2;3;4;5;6,,,ok,strict,2,benchflow-ai--erlang-otp-behaviors;benchflow-ai--senior-security,440,9,449,2.2259,0,1.0,1.0,0.333333,0.5,0.0,0.0,4,0,0.0,0.0,0.333333
fix-erlang-ssh-cve|random|n2,fix-erlang-ssh-cve,random,2,6,8,0.75,1;2;3;4;5;7,,,ok,strict,4,benchflow-ai--erlang-otp-behaviors;benchflow-ai--find-bugs;benchflow-ai--senior-security;benchflow-ai--ssh-penetration-testing,553,15,568,2.6321,0,1.0,1.0,0.666667,0.8,0.0,0.0,2,0,0.0,0.0,0.666667
fix-erlang-ssh-cve|hard|n2,fix-erlang-ssh-cve,hard,2,6,8,0.75,2;4;5;6;7;8,0.974187,1.0,ok,strict,3,benchflow-ai--erlang-otp-behaviors;benchflow-ai--find-bugs;thebushidocollective--erlang-otp-behaviors,549,12,561,3.4881,0,0.666667,0.666667,0.333333,0.444444,0.0,0.0,4,1,1.0,0.0,0.285714
fix-erlang-ssh-cve|random|n5,fix-erlang-ssh-cve,random,5,6,11,0.545455,1;2;3;5;6;10,,,ok,strict,3,benchflow-ai--find-bugs;benchflow-ai--senior-security;benchflow-ai--ssh-penetration-testing,730,13,743,2.5252,0,1.0,1.0,0.5,0.666667,0.0,0.0,3,0,0.0,0.0,0.5
fix-erlang-ssh-cve|hard|n5,fix-erlang-ssh-cve,hard,5,6,11,0.545455,3;5;6;8;9;11,0.767459,1.0,ok,strict,2,benchflow-ai--erlang-otp-behaviors;thebushidocollective--erlang-otp-behaviors,852,9,861,2.2214,0,0.5,0.5,0.166667,0.25,0.0,0.0,5,1,1.0,0.0,0.142857
fix-erlang-ssh-cve|random|n10,fix-erlang-ssh-cve,random,10,6,16,0.375,1;2;4;6;7;12,,,ok,strict,4,benchflow-ai--erlang-otp-behaviors;benchflow-ai--find-bugs;benchflow-ai--senior-security;benchflow-ai--ssh-penetration-testing,936,16,952,3.0695,0,1.0,1.0,0.666667,0.8,0.0,0.0,2,0,0.0,0.0,0.666667
fix-erlang-ssh-cve|hard|n10,fix-erlang-ssh-cve,hard,10,6,16,0.375,5;7;9;12;13;15,0.689332,1.0,ok,strict,2,benchflow-ai--erlang-otp-behaviors;thebushidocollective--erlang-otp-behaviors,1103,9,1112,2.6286,0,0.5,0.5,0.166667,0.25,0.0,0.0,5,1,1.0,0.0,0.142857
fix-erlang-ssh-cve|random|n20,fix-erlang-ssh-cve,random,20,6,26,0.230769,3;4;7;11;12;18,,,ok,strict,2,benchflow-ai--erlang-otp-behaviors;benchflow-ai--ssh-penetration-testing,1536,10,1546,2.5852,0,1.0,1.0,0.333333,0.5,0.0,0.0,4,0,0.0,0.0,0.333333
fix-erlang-ssh-cve|hard|n20,fix-erlang-ssh-cve,hard,20,6,26,0.230769,6;11;13;18;19;25,0.585664,1.0,ok,strict,4,benchflow-ai--erlang-otp-behaviors;chaterm--ssh;existential-birds--wish-ssh-code-review;thebushidocollective--erlang-otp-behaviors,1477,24,1501,3.8182,0,0.25,0.25,0.166667,0.2,0.0,0.0,5,3,1.0,0.0,0.111111
fix-visual-stability|shared|n0,fix-visual-stability,shared,0,3,3,1.0,1;2;3,,,ok,strict,2,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1,281,9,290,2.8518,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
fix-visual-stability|random|n2,fix-visual-stability,random,2,3,5,0.6,1;3;5,,,ok,strict,3,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1;benchflow-ai--web-interface-guidelines,371,12,383,3.8586,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
fix-visual-stability|hard|n2,fix-visual-stability,hard,2,3,5,0.6,1;3;5,0.838887,0.838887,ok,strict,5,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1;benchflow-ai--web-interface-guidelines;laguagu--react-best-practices;tdimino--react-best-practices,421,18,439,3.2291,0,0.6,0.6,1.0,0.75,0.0,1.0,0,2,1.0,0.0,0.6
fix-visual-stability|random|n5,fix-visual-stability,random,5,3,8,0.375,2;6;8,,,ok,strict,2,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1,501,9,510,2.4289,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
fix-visual-stability|hard|n5,fix-visual-stability,hard,5,3,8,0.375,1;4;6,0.768606,0.843834,ok,strict,3,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1;giuseppe-trisciuoglio--nextjs-performance,633,17,650,3.1325,0,0.666667,0.666667,0.666667,0.666667,0.0,0.0,1,1,1.0,0.0,0.5
fix-visual-stability|random|n10,fix-visual-stability,random,10,3,13,0.230769,3;9;13,,,ok,strict,2,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1,768,14,782,2.8213,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
fix-visual-stability|hard|n10,fix-visual-stability,hard,10,3,13,0.230769,1;6;11,0.799927,0.844249,ok,strict,3,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1;giuseppe-trisciuoglio--nextjs-performance,1016,27,1043,4.6778,0,0.666667,0.666667,0.666667,0.666667,0.0,0.0,1,1,1.0,0.0,0.5
fix-visual-stability|random|n20,fix-visual-stability,random,20,3,23,0.130435,6;15;21,,,ok,strict,2,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1,1416,10,1426,2.3906,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
fix-visual-stability|hard|n20,fix-visual-stability,hard,20,3,23,0.130435,2;16;21,0.763546,0.844249,ok,strict,3,benchflow-ai--browser-testing-1;benchflow-ai--react-best-practices-1;giuseppe-trisciuoglio--nextjs-performance,1639,28,1667,3.1001,0,0.666667,0.666667,0.666667,0.666667,0.0,0.0,1,1,1.0,0.0,0.5
flink-query|shared|n0,flink-query,shared,0,2,2,1.0,1;2,,,ok,strict,1,benchflow-ai--senior-data-engineer,274,6,280,2.1744,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
flink-query|random|n2,flink-query,random,2,2,4,0.5,1;2,,,ok,strict,1,benchflow-ai--senior-data-engineer,330,6,336,3.2942,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
flink-query|hard|n2,flink-query,hard,2,2,4,0.5,2;3,0.495817,0.517622,ok,strict,2,benchflow-ai--senior-data-engineer;melodic-software--stream-processing,404,9,413,2.6494,0,0.5,0.5,0.5,0.5,0.0,0.0,1,1,1.0,0.0,0.333333
flink-query|random|n5,flink-query,random,5,2,7,0.285714,3;4,,,ok,strict,1,benchflow-ai--senior-data-engineer,532,6,538,2.3423,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
flink-query|hard|n5,flink-query,hard,5,2,7,0.285714,3;4,0.51777,0.615876,ok,strict,4,ancoleman--streaming-data;benchflow-ai--senior-data-engineer;jeremylongshore--flink-job-creator;melodic-software--stream-processing,601,15,616,4.447,0,0.25,0.25,0.5,0.333333,0.0,0.0,1,3,1.0,0.0,0.2
flink-query|random|n10,flink-query,random,10,2,12,0.166667,3;4,,,ok,strict,1,benchflow-ai--senior-data-engineer,879,6,885,2.6371,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
flink-query|hard|n10,flink-query,hard,10,2,12,0.166667,4;5,0.48887,0.615876,ok,strict,4,ancoleman--streaming-data;benchflow-ai--senior-data-engineer;jeremylongshore--flink-job-creator;melodic-software--stream-processing,810,20,830,4.9628,0,0.25,0.25,0.5,0.333333,0.0,0.0,1,3,1.0,0.0,0.2
flink-query|random|n20,flink-query,random,20,2,22,0.090909,4;5,,,ok,strict,1,benchflow-ai--senior-data-engineer,1440,6,1446,2.3015,0,1.0,1.0,0.5,0.666667,0.0,0.0,1,0,0.0,0.0,0.5
flink-query|hard|n20,flink-query,hard,20,2,22,0.090909,6;7,0.42194,0.671348,ok,strict,4,ancoleman--streaming-data;benchflow-ai--senior-data-engineer;jeremylongshore--flink-job-creator;melodic-software--stream-processing,1435,20,1455,3.2433,0,0.25,0.25,0.5,0.333333,0.0,0.0,1,3,1.0,0.0,0.2
flood-risk-analysis|shared|n0,flood-risk-analysis,shared,0,3,3,1.0,1;2;3,,,ok,strict,3,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download,263,12,275,2.5933,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
flood-risk-analysis|random|n2,flood-risk-analysis,random,2,3,5,0.6,1;3;4,,,ok,strict,3,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download,391,12,403,3.345,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
flood-risk-analysis|hard|n2,flood-risk-analysis,hard,2,3,5,0.6,2;3;5,0.263814,0.266675,ok,strict,3,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download,418,12,430,2.7713,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
flood-risk-analysis|random|n5,flood-risk-analysis,random,5,3,8,0.375,1;5;7,,,ok,strict,3,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download,625,12,637,2.5525,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
flood-risk-analysis|hard|n5,flood-risk-analysis,hard,5,3,8,0.375,2;3;8,0.298101,0.354149,ok,strict,3,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download,592,12,604,2.5301,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
flood-risk-analysis|random|n10,flood-risk-analysis,random,10,3,13,0.230769,1;6;11,,,ok,strict,3,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download,839,13,852,3.3865,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
flood-risk-analysis|hard|n10,flood-risk-analysis,hard,10,3,13,0.230769,3;5;12,0.30842,0.354149,ok,strict,3,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download,872,13,885,2.3041,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
flood-risk-analysis|random|n20,flood-risk-analysis,random,20,3,23,0.130435,4;12;19,,,ok,strict,4,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download;eyh0602--senior-data-scientist,1494,22,1516,3.8569,0,0.75,0.75,1.0,0.857143,0.0,1.0,0,1,1.0,0.0,0.75
flood-risk-analysis|hard|n20,flood-risk-analysis,hard,20,3,23,0.130435,4;9;21,0.282793,0.380996,ok,strict,6,benchflow-ai--flood-detection;benchflow-ai--nws-flood-thresholds;benchflow-ai--usgs-data-download;borghei--data-analyst;htlin222--data-science;mindrally--analytics-data-analysis,1260,29,1289,3.5953,0,0.5,0.5,1.0,0.666667,0.0,1.0,0,3,1.0,0.0,0.5
gh-repo-analytics|shared|n0,gh-repo-analytics,shared,0,1,1,1.0,1,,,ok,strict,1,benchflow-ai--gh-cli,162,6,168,2.6948,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gh-repo-analytics|random|n2,gh-repo-analytics,random,2,1,3,0.333333,3,,,ok,strict,1,benchflow-ai--gh-cli,244,6,250,2.1463,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gh-repo-analytics|hard|n2,gh-repo-analytics,hard,2,1,3,0.333333,3,0.765443,0.883661,ok,strict,3,aidankinzett--github-pr-review;benchflow-ai--gh-cli;oriolrius--github-cli,260,12,272,2.3083,0,0.333333,0.333333,1.0,0.5,0.0,1.0,0,2,1.0,0.0,0.333333
gh-repo-analytics|random|n5,gh-repo-analytics,random,5,1,6,0.166667,6,,,ok,strict,1,benchflow-ai--gh-cli,350,6,356,2.5986,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gh-repo-analytics|hard|n5,gh-repo-analytics,hard,5,1,6,0.166667,6,0.765069,0.883661,ok,strict,4,benchflow-ai--gh-cli;cowork-os--github;mathews-tom--github;oriolrius--github-cli,608,15,623,2.3707,0,0.25,0.25,1.0,0.4,0.0,1.0,0,3,1.0,0.0,0.25
gh-repo-analytics|random|n10,gh-repo-analytics,random,10,1,11,0.090909,11,,,ok,strict,1,benchflow-ai--gh-cli,715,7,722,2.7673,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gh-repo-analytics|hard|n10,gh-repo-analytics,hard,10,1,11,0.090909,10,0.799599,0.907129,ok,strict,11,aidankinzett--github-pr-review;benchflow-ai--gh-cli;callstackincubator--github;cowork-os--github;daymade--github-ops;dimillian--github;elizaos--github;github--gh-cli;mathews-tom--github;oriolrius--github-cli;squirrel289--pull-request-tool,873,43,916,3.6048,0,0.090909,0.090909,1.0,0.166667,0.0,1.0,0,10,1.0,0.0,0.090909
gh-repo-analytics|random|n20,gh-repo-analytics,random,20,1,21,0.047619,21,,,ok,strict,1,benchflow-ai--gh-cli,1282,7,1289,2.2197,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gh-repo-analytics|hard|n20,gh-repo-analytics,hard,20,1,21,0.047619,20,0.773257,0.907129,ok,strict,15,benchflow-ai--gh-cli;bntvllnt--github;callstackincubator--github;cowork-os--github;dagster-io--gh;daymade--github-ops;dimillian--github;elizaos--github;fredrikaverpil--gh-cli;github--gh-cli;hairyf--github-cli;mathews-tom--github;oakoss--github-cli;oriolrius--github-cli;plurigrid--gh-cli,1418,94,1512,4.4624,0,0.066667,0.066667,1.0,0.125,0.0,1.0,0,14,1.0,0.0,0.066667
glm-lake-mendota|shared|n0,glm-lake-mendota,shared,0,3,3,1.0,1;2;3,,,ok,strict,2,benchflow-ai--glm-basics;benchflow-ai--glm-output,234,9,243,2.1898,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
glm-lake-mendota|random|n2,glm-lake-mendota,random,2,3,5,0.6,1;4;5,,,ok,strict,2,benchflow-ai--glm-basics;benchflow-ai--glm-output,306,9,315,2.5231,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
glm-lake-mendota|hard|n2,glm-lake-mendota,hard,2,3,5,0.6,1;3;5,0.379315,0.408656,ok,strict,2,benchflow-ai--glm-basics;benchflow-ai--glm-output,359,9,368,2.4737,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
glm-lake-mendota|random|n5,glm-lake-mendota,random,5,3,8,0.375,2;6;8,,,ok,strict,2,benchflow-ai--glm-basics;benchflow-ai--glm-output,583,9,592,2.9388,0,1.0,1.0,0.666667,0.8,0.0,0.0,1,0,0.0,0.0,0.666667
glm-lake-mendota|hard|n5,glm-lake-mendota,hard,5,3,8,0.375,2;5;8,0.303037,0.408656,ok,strict,3,benchflow-ai--glm-basics;benchflow-ai--glm-calibration;benchflow-ai--glm-output,631,12,643,2.6416,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
glm-lake-mendota|random|n10,glm-lake-mendota,random,10,3,13,0.230769,2;9;12,,,ok,strict,3,benchflow-ai--glm-basics;benchflow-ai--glm-calibration;benchflow-ai--glm-output,785,18,803,2.7315,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
glm-lake-mendota|hard|n10,glm-lake-mendota,hard,10,3,13,0.230769,3;8;13,0.291087,0.408656,ok,strict,3,benchflow-ai--glm-basics;benchflow-ai--glm-calibration;benchflow-ai--glm-output,947,13,960,3.6018,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
glm-lake-mendota|random|n20,glm-lake-mendota,random,20,3,23,0.130435,5;18;22,,,ok,strict,3,benchflow-ai--glm-basics;benchflow-ai--glm-calibration;benchflow-ai--glm-output,1583,19,1602,5.1161,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
glm-lake-mendota|hard|n20,glm-lake-mendota,hard,20,3,23,0.130435,4;15;21,0.280406,0.408656,ok,strict,3,benchflow-ai--glm-basics;benchflow-ai--glm-calibration;benchflow-ai--glm-output,1356,14,1370,2.5866,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gravitational-wave-detection|shared|n0,gravitational-wave-detection,shared,0,2,2,1.0,1;2,,,ok,strict,2,benchflow-ai--conditioning;benchflow-ai--matched-filtering,222,9,231,2.3884,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gravitational-wave-detection|random|n2,gravitational-wave-detection,random,2,2,4,0.5,1;4,,,ok,strict,2,benchflow-ai--conditioning;benchflow-ai--matched-filtering,355,9,364,2.4916,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gravitational-wave-detection|hard|n2,gravitational-wave-detection,hard,2,2,4,0.5,1;2,0.326267,0.327421,ok,strict,2,benchflow-ai--conditioning;benchflow-ai--matched-filtering,304,9,313,2.6913,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gravitational-wave-detection|random|n5,gravitational-wave-detection,random,5,2,7,0.285714,1;5,,,ok,strict,2,benchflow-ai--conditioning;benchflow-ai--matched-filtering,589,9,598,2.5411,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
gravitational-wave-detection|hard|n5,gravitational-wave-detection,hard,5,2,7,0.285714,4;5,0.290654,0.327421,ok,strict,2,benchflow-ai--conditioning;benchflow-ai--matched-filtering,484,9,493,2.9722,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0
