task,condition,repeat,skill_id,retrieval_correct,relevance_rank,reciprocal_relevance_rank,top10_relevant,top100_relevant
financial-modeling-qa,gold_skill,0,benchflow-ai--pdf-1,True,810,0.0012345679012345679,0.0,0.0
financial-modeling-qa,retrieved_top1_full,0,famaoai-creator--doc-to-text,False,,0.0,0.0,0.0
financial-modeling-qa,hard_distractor,0,liyecom--pdf,False,,0.0,0.0,0.0
financial-modeling-qa,random_wrong,0,garfield-bb--hap-mcp-usage,False,,0.0,0.0,0.0
financial-modeling-qa,no_skill,1,,,,0.0,0.0,0.0
financial-modeling-qa,gold_skill,1,benchflow-ai--pdf-1,True,810,0.0012345679012345679,0.0,0.0
financial-modeling-qa,retrieved_top1_full,1,famaoai-creator--doc-to-text,False,,0.0,0.0,0.0
financial-modeling-qa,hard_distractor,1,liyecom--pdf,False,,0.0,0.0,0.0
financial-modeling-qa,random_wrong,1,blitzreels--blitzreels-carousels-instagram,False,,0.0,0.0,0.0
financial-modeling-qa,no_skill,2,,,,0.0,0.0,0.0
financial-modeling-qa,gold_skill,2,benchflow-ai--pdf-1,True,810,0.0012345679012345679,0.0,0.0
financial-modeling-qa,retrieved_top1_full,2,famaoai-creator--doc-to-text,False,,0.0,0.0,0.0
financial-modeling-qa,hard_distractor,2,liyecom--pdf,False,,0.0,0.0,0.0
financial-modeling-qa,random_wrong,2,josiahsiegel--deployment-stacks-2025,False,,0.0,0.0,0.0
find-topk-similiar-chemicals,no_skill,0,,,,0.0,0.0,0.0
find-topk-similiar-chemicals,gold_skill,0,benchflow-ai--pdf-2,True,130,0.007692307692307693,0.0,0.0
find-topk-similiar-chemicals,retrieved_top1_full,0,aminoanalytica--rdkit,False,29,0.034482758620689655,0.0,1.0
find-topk-similiar-chemicals,hard_distractor,0,K-Dense-AI--rdkit,False,31,0.03225806451612903,0.0,1.0
find-topk-similiar-chemicals,random_wrong,0,mgd34msu--refactoring,False,,0.0,0.0,0.0
find-topk-similiar-chemicals,no_skill,1,,,,0.0,0.0,0.0
find-topk-similiar-chemicals,gold_skill,1,benchflow-ai--pdf-2,True,130,0.007692307692307693,0.0,0.0
find-topk-similiar-chemicals,retrieved_top1_full,1,aminoanalytica--rdkit,False,29,0.034482758620689655,0.0,1.0
find-topk-similiar-chemicals,hard_distractor,1,K-Dense-AI--rdkit,False,31,0.03225806451612903,0.0,1.0
find-topk-similiar-chemicals,random_wrong,1,alirezarezvani--isms-audit-expert,False,,0.0,0.0,0.0
find-topk-similiar-chemicals,no_skill,2,,,,0.0,0.0,0.0
find-topk-similiar-chemicals,gold_skill,2,benchflow-ai--pdf-2,True,130,0.007692307692307693,0.0,0.0
find-topk-similiar-chemicals,retrieved_top1_full,2,aminoanalytica--rdkit,False,29,0.034482758620689655,0.0,1.0
find-topk-similiar-chemicals,hard_distractor,2,K-Dense-AI--rdkit,False,31,0.03225806451612903,0.0,1.0
find-topk-similiar-chemicals,random_wrong,2,dawiddutoit--java-test-generator,False,,0.0,0.0,0.0
fix-build-agentops,no_skill,0,,,,0.0,0.0,0.0
fix-build-agentops,gold_skill,0,benchflow-ai--analyze-ci,True,78,0.01282051282051282,0.0,1.0
fix-build-agentops,retrieved_top1_full,0,oaustegard--generating-patches,False,1,1.0,1.0,1.0
fix-build-agentops,hard_distractor,0,seikaikyo--build-error-resolver,False,103,0.009708737864077669,0.0,0.0
fix-build-agentops,random_wrong,0,omer-metin--cultural-remix,False,,0.0,0.0,0.0
fix-build-agentops,no_skill,1,,,,0.0,0.0,0.0
fix-build-agentops,gold_skill,1,benchflow-ai--analyze-ci,True,78,0.01282051282051282,0.0,1.0
fix-build-agentops,retrieved_top1_full,1,oaustegard--generating-patches,False,1,1.0,1.0,1.0
fix-build-agentops,hard_distractor,1,seikaikyo--build-error-resolver,False,103,0.009708737864077669,0.0,0.0
fix-build-agentops,random_wrong,1,tursodatabase--async-io-model,False,,0.0,0.0,0.0
fix-build-agentops,no_skill,2,,,,0.0,0.0,0.0
fix-build-agentops,gold_skill,2,benchflow-ai--analyze-ci,True,78,0.01282051282051282,0.0,1.0
fix-build-agentops,retrieved_top1_full,2,oaustegard--generating-patches,False,1,1.0,1.0,1.0
fix-build-agentops,hard_distractor,2,seikaikyo--build-error-resolver,False,103,0.009708737864077669,0.0,0.0
fix-build-agentops,random_wrong,2,caarlos0--go-doc,False,,0.0,0.0,0.0
fix-build-google-auto,no_skill,0,,,,0.0,0.0,0.0
fix-build-google-auto,gold_skill,0,benchflow-ai--maven-build-lifecycle,True,568,0.0017605633802816902,0.0,0.0
fix-build-google-auto,retrieved_top1_full,0,curiouslearner--java-maven-helper,False,,0.0,0.0,0.0
fix-build-google-auto,hard_distractor,0,jh941213--build-fix,False,,0.0,0.0,0.0
fix-build-google-auto,random_wrong,0,ibelick--baseline-ui,False,,0.0,0.0,0.0
fix-build-google-auto,no_skill,1,,,,0.0,0.0,0.0
fix-build-google-auto,gold_skill,1,benchflow-ai--maven-build-lifecycle,True,568,0.0017605633802816902,0.0,0.0
fix-build-google-auto,retrieved_top1_full,1,curiouslearner--java-maven-helper,False,,0.0,0.0,0.0
fix-build-google-auto,hard_distractor,1,jh941213--build-fix,False,,0.0,0.0,0.0
fix-build-google-auto,random_wrong,1,terraphim--disciplined-specification,False,,0.0,0.0,0.0
fix-build-google-auto,no_skill,2,,,,0.0,0.0,0.0
fix-build-google-auto,gold_skill,2,benchflow-ai--maven-build-lifecycle,True,568,0.0017605633802816902,0.0,0.0
fix-build-google-auto,retrieved_top1_full,2,curiouslearner--java-maven-helper,False,,0.0,0.0,0.0
fix-build-google-auto,hard_distractor,2,jh941213--build-fix,False,,0.0,0.0,0.0
fix-build-google-auto,random_wrong,2,smelloscope--http-debugger,False,87,0.011494252873563218,0.0,1.0
fix-druid-loophole-cve,no_skill,0,,,,0.0,0.0,0.0
fix-druid-loophole-cve,gold_skill,0,benchflow-ai--jackson-security,True,,0.0,0.0,0.0
fix-druid-loophole-cve,retrieved_top1_full,0,proffesor-for-testing--v3-security-overhaul,False,123,0.008130081300813009,0.0,0.0
fix-druid-loophole-cve,hard_distractor,0,Prorise-cool--security-specialist,False,,0.0,0.0,0.0
fix-druid-loophole-cve,random_wrong,0,lubusin--frappe-manager,False,,0.0,0.0,0.0
fix-druid-loophole-cve,no_skill,1,,,,0.0,0.0,0.0
fix-druid-loophole-cve,gold_skill,1,benchflow-ai--jackson-security,True,,0.0,0.0,0.0
fix-druid-loophole-cve,retrieved_top1_full,1,proffesor-for-testing--v3-security-overhaul,False,123,0.008130081300813009,0.0,0.0
fix-druid-loophole-cve,hard_distractor,1,Prorise-cool--security-specialist,False,,0.0,0.0,0.0
fix-druid-loophole-cve,random_wrong,1,base--deploying-contracts-on-base,False,,0.0,0.0,0.0
fix-druid-loophole-cve,no_skill,2,,,,0.0,0.0,0.0
fix-druid-loophole-cve,gold_skill,2,benchflow-ai--jackson-security,True,,0.0,0.0,0.0
fix-druid-loophole-cve,retrieved_top1_full,2,proffesor-for-testing--v3-security-overhaul,False,123,0.008130081300813009,0.0,0.0
fix-druid-loophole-cve,hard_distractor,2,Prorise-cool--security-specialist,False,,0.0,0.0,0.0
fix-druid-loophole-cve,random_wrong,2,thedivergentai--godot-server-architecture,False,,0.0,0.0,0.0
fix-erlang-ssh-cve,no_skill,0,,,,0.0,0.0,0.0
fix-erlang-ssh-cve,gold_skill,0,benchflow-ai--erlang-concurrency,True,,0.0,0.0,0.0
fix-erlang-ssh-cve,retrieved_top1_full,0,benchflow-ai--ssh-penetration-testing,True,,0.0,0.0,0.0
fix-erlang-ssh-cve,hard_distractor,0,chaterm--ssh,False,,0.0,0.0,0.0
fix-erlang-ssh-cve,random_wrong,0,omer-metin--mcp-deployment,False,,0.0,0.0,0.0
fix-erlang-ssh-cve,no_skill,1,,,,0.0,0.0,0.0
fix-erlang-ssh-cve,gold_skill,1,benchflow-ai--erlang-concurrency,True,,0.0,0.0,0.0
fix-erlang-ssh-cve,retrieved_top1_full,1,benchflow-ai--ssh-penetration-testing,True,,0.0,0.0,0.0
fix-erlang-ssh-cve,hard_distractor,1,chaterm--ssh,False,,0.0,0.0,0.0
fix-erlang-ssh-cve,random_wrong,1,rmyndharis--context-manager,False,,0.0,0.0,0.0
fix-erlang-ssh-cve,no_skill,2,,,,0.0,0.0,0.0
fix-erlang-ssh-cve,gold_skill,2,benchflow-ai--erlang-concurrency,True,,0.0,0.0,0.0
fix-erlang-ssh-cve,retrieved_top1_full,2,benchflow-ai--ssh-penetration-testing,True,,0.0,0.0,0.0
fix-erlang-ssh-cve,hard_distractor,2,chaterm--ssh,False,,0.0,0.0,0.0
fix-erlang-ssh-cve,random_wrong,2,parallel-web--parallel-web-search,False,,0.0,0.0,0.0
fix-visual-stability,no_skill,0,,,,0.0,0.0,0.0
fix-visual-stability,gold_skill,0,benchflow-ai--browser-testing-1,True,2,0.5,1.0,1.0
fix-visual-stability,retrieved_top1_full,0,benchflow-ai--react-best-practices-1,True,8,0.125,1.0,1.0
fix-visual-stability,hard_distractor,0,kunhai-88--vercel-react-best-practices,False,,0.0,0.0,0.0
fix-visual-stability,random_wrong,0,davila7--zinc-database,False,,0.0,0.0,0.0
fix-visual-stability,no_skill,1,,,,0.0,0.0,0.0
fix-visual-stability,gold_skill,1,benchflow-ai--browser-testing-1,True,2,0.5,1.0,1.0
fix-visual-stability,retrieved_top1_full,1,benchflow-ai--react-best-practices-1,True,8,0.125,1.0,1.0
fix-visual-stability,hard_distractor,1,kunhai-88--vercel-react-best-practices,False,,0.0,0.0,0.0
fix-visual-stability,random_wrong,1,sorryhyun--dipeo-codegen-pipeline,False,,0.0,0.0,0.0
fix-visual-stability,no_skill,2,,,,0.0,0.0,0.0
fix-visual-stability,gold_skill,2,benchflow-ai--browser-testing-1,True,2,0.5,1.0,1.0
fix-visual-stability,retrieved_top1_full,2,benchflow-ai--react-best-practices-1,True,8,0.125,1.0,1.0
fix-visual-stability,hard_distractor,2,kunhai-88--vercel-react-best-practices,False,,0.0,0.0,0.0
fix-visual-stability,random_wrong,2,vercel--vercel-microfrontends,False,,0.0,0.0,0.0
flink-query,no_skill,0,,,,0.0,0.0,0.0
flink-query,gold_skill,0,benchflow-ai--pdf-1,True,,0.0,0.0,0.0
flink-query,retrieved_top1_full,0,jeremylongshore--flink-job-creator,False,170,0.0058823529411764705,0.0,0.0
flink-query,hard_distractor,0,manutej--kafka-stream-processing,False,,0.0,0.0,0.0
flink-query,random_wrong,0,llama-farm--runtime-skills,False,,0.0,0.0,0.0
flink-query,no_skill,1,,,,0.0,0.0,0.0
flink-query,gold_skill,1,benchflow-ai--pdf-1,True,,0.0,0.0,0.0
flink-query,retrieved_top1_full,1,jeremylongshore--flink-job-creator,False,170,0.0058823529411764705,0.0,0.0
flink-query,hard_distractor,1,manutej--kafka-stream-processing,False,,0.0,0.0,0.0
flink-query,random_wrong,1,travisjneuman--hr-talent,False,,0.0,0.0,0.0
flink-query,no_skill,2,,,,0.0,0.0,0.0
flink-query,gold_skill,2,benchflow-ai--pdf-1,True,,0.0,0.0,0.0
flink-query,retrieved_top1_full,2,jeremylongshore--flink-job-creator,False,170,0.0058823529411764705,0.0,0.0
flink-query,hard_distractor,2,manutej--kafka-stream-processing,False,,0.0,0.0,0.0
flink-query,random_wrong,2,ncklrs--discovery-caller,False,,0.0,0.0,0.0
flood-risk-analysis,no_skill,0,,,,0.0,0.0,0.0
flood-risk-analysis,gold_skill,0,benchflow-ai--flood-detection,True,2,0.5,1.0,1.0
flood-risk-analysis,retrieved_top1_full,0,benchflow-ai--usgs-data-download,True,3,0.3333333333333333,1.0,1.0
flood-risk-analysis,hard_distractor,0,w2112515--data-analysis,False,,0.0,0.0,0.0
flood-risk-analysis,random_wrong,0,jmagly--mutation-test,False,,0.0,0.0,0.0
flood-risk-analysis,no_skill,1,,,,0.0,0.0,0.0
flood-risk-analysis,gold_skill,1,benchflow-ai--flood-detection,True,2,0.5,1.0,1.0
flood-risk-analysis,retrieved_top1_full,1,benchflow-ai--usgs-data-download,True,3,0.3333333333333333,1.0,1.0
flood-risk-analysis,hard_distractor,1,w2112515--data-analysis,False,,0.0,0.0,0.0
flood-risk-analysis,random_wrong,1,cowork-os--goplaces,False,,0.0,0.0,0.0
flood-risk-analysis,no_skill,2,,,,0.0,0.0,0.0
flood-risk-analysis,gold_skill,2,benchflow-ai--flood-detection,True,2,0.5,1.0,1.0
flood-risk-analysis,retrieved_top1_full,2,benchflow-ai--usgs-data-download,True,3,0.3333333333333333,1.0,1.0
flood-risk-analysis,hard_distractor,2,w2112515--data-analysis,False,,0.0,0.0,0.0
flood-risk-analysis,random_wrong,2,jeremylongshore--throttling-apis,False,,0.0,0.0,0.0
gh-repo-analytics,no_skill,0,,,,0.0,0.0,0.0
gh-repo-analytics,gold_skill,0,benchflow-ai--gh-cli,True,643,0.0015552099533437014,0.0,0.0
gh-repo-analytics,retrieved_top1_full,0,benchflow-ai--gh-cli,True,643,0.0015552099533437014,0.0,0.0
gh-repo-analytics,hard_distractor,0,plurigrid--gh,False,,0.0,0.0,0.0
gh-repo-analytics,random_wrong,0,aj-geddes--cloud-migration-planning,False,,0.0,0.0,0.0
gh-repo-analytics,no_skill,1,,,,0.0,0.0,0.0
gh-repo-analytics,gold_skill,1,benchflow-ai--gh-cli,True,643,0.0015552099533437014,0.0,0.0
gh-repo-analytics,retrieved_top1_full,1,benchflow-ai--gh-cli,True,643,0.0015552099533437014,0.0,0.0
gh-repo-analytics,hard_distractor,1,plurigrid--gh,False,,0.0,0.0,0.0
gh-repo-analytics,random_wrong,1,casper-studios--linkedin-post-generator,False,,0.0,0.0,0.0
gh-repo-analytics,no_skill,2,,,,0.0,0.0,0.0
gh-repo-analytics,gold_skill,2,benchflow-ai--gh-cli,True,643,0.0015552099533437014,0.0,0.0
gh-repo-analytics,retrieved_top1_full,2,benchflow-ai--gh-cli,True,643,0.0015552099533437014,0.0,0.0
gh-repo-analytics,hard_distractor,2,plurigrid--gh,False,,0.0,0.0,0.0
gh-repo-analytics,random_wrong,2,gtmagents--community-advocacy-toolkit,False,,0.0,0.0,0.0
glm-lake-mendota,no_skill,0,,,,0.0,0.0,0.0
glm-lake-mendota,gold_skill,0,benchflow-ai--glm-basics,True,75,0.013333333333333334,0.0,1.0
glm-lake-mendota,retrieved_top1_full,0,benchflow-ai--glm-basics,True,75,0.013333333333333334,0.0,1.0
glm-lake-mendota,hard_distractor,0,starwreckntx--computational-model-design,False,,0.0,0.0,0.0
glm-lake-mendota,random_wrong,0,athola--context-optimization,False,,0.0,0.0,0.0
glm-lake-mendota,no_skill,1,,,,0.0,0.0,0.0
glm-lake-mendota,gold_skill,1,benchflow-ai--glm-basics,True,75,0.013333333333333334,0.0,1.0
glm-lake-mendota,retrieved_top1_full,1,benchflow-ai--glm-basics,True,75,0.013333333333333334,0.0,1.0
glm-lake-mendota,hard_distractor,1,starwreckntx--computational-model-design,False,,0.0,0.0,0.0
glm-lake-mendota,random_wrong,1,forge-town--implement-split,False,,0.0,0.0,0.0
glm-lake-mendota,no_skill,2,,,,0.0,0.0,0.0
glm-lake-mendota,gold_skill,2,benchflow-ai--glm-basics,True,75,0.013333333333333334,0.0,1.0
glm-lake-mendota,retrieved_top1_full,2,benchflow-ai--glm-basics,True,75,0.013333333333333334,0.0,1.0
glm-lake-mendota,hard_distractor,2,starwreckntx--computational-model-design,False,,0.0,0.0,0.0
glm-lake-mendota,random_wrong,2,athola--war-room-checkpoint,False,,0.0,0.0,0.0
gravitational-wave-detection,no_skill,0,,,,0.0,0.0,0.0
gravitational-wave-detection,gold_skill,0,benchflow-ai--conditioning,True,84,0.011904761904761904,0.0,1.0
gravitational-wave-detection,retrieved_top1_full,0,benchflow-ai--matched-filtering,True,18,0.05555555555555555,0.0,1.0
gravitational-wave-detection,hard_distractor,0,plurigrid--reafference-corollary-discharge,False,,0.0,0.0,0.0
gravitational-wave-detection,random_wrong,0,starwreckntx--agent-task-delegator,False,,0.0,0.0,0.0
gravitational-wave-detection,no_skill,1,,,,0.0,0.0,0.0
gravitational-wave-detection,gold_skill,1,benchflow-ai--conditioning,True,84,0.011904761904761904,0.0,1.0
gravitational-wave-detection,retrieved_top1_full,1,benchflow-ai--matched-filtering,True,18,0.05555555555555555,0.0,1.0
gravitational-wave-detection,hard_distractor,1,plurigrid--reafference-corollary-discharge,False,,0.0,0.0,0.0
gravitational-wave-detection,random_wrong,1,cloudflare--agents-sdk,False,,0.0,0.0,0.0
gravitational-wave-detection,no_skill,2,,,,0.0,0.0,0.0
gravitational-wave-detection,gold_skill,2,benchflow-ai--conditioning,True,84,0.011904761904761904,0.0,1.0
gravitational-wave-detection,retrieved_top1_full,2,benchflow-ai--matched-filtering,True,18,0.05555555555555555,0.0,1.0
gravitational-wave-detection,hard_distractor,2,plurigrid--reafference-corollary-discharge,False,,0.0,0.0,0.0
gravitational-wave-detection,random_wrong,2,sickn33--daily-news-report,False,,0.0,0.0,0.0
grid-dispatch-operator,no_skill,0,,,,0.0,0.0,0.0
grid-dispatch-operator,gold_skill,0,benchflow-ai--dc-power-flow,True,661,0.0015128593040847202,0.0,0.0
grid-dispatch-operator,retrieved_top1_full,0,benchflow-ai--economic-dispatch,True,494,0.0020242914979757085,0.0,0.0
grid-dispatch-operator,hard_distractor,0,plurigrid--influence-propagation,False,,0.0,0.0,0.0
grid-dispatch-operator,random_wrong,0,jeremylongshore--sentry-error-capture,False,,0.0,0.0,0.0
grid-dispatch-operator,no_skill,1,,,,0.0,0.0,0.0
grid-dispatch-operator,gold_skill,1,benchflow-ai--dc-power-flow,True,661,0.0015128593040847202,0.0,0.0
grid-dispatch-operator,retrieved_top1_full,1,benchflow-ai--economic-dispatch,True,494,0.0020242914979757085,0.0,0.0
grid-dispatch-operator,hard_distractor,1,plurigrid--influence-propagation,False,,0.0,0.0,0.0
grid-dispatch-operator,random_wrong,1,fatih-developer--multi-brain-debate,False,62,0.016129032258064516,0.0,1.0
grid-dispatch-operator,no_skill,2,,,,0.0,0.0,0.0
grid-dispatch-operator,gold_skill,2,benchflow-ai--dc-power-flow,True,661,0.0015128593040847202,0.0,0.0
grid-dispatch-operator,retrieved_top1_full,2,benchflow-ai--economic-dispatch,True,494,0.0020242914979757085,0.0,0.0
grid-dispatch-operator,hard_distractor,2,plurigrid--influence-propagation,False,,0.0,0.0,0.0
grid-dispatch-operator,random_wrong,2,openhands--openhands-api,False,,0.0,0.0,0.0
hvac-control,no_skill,0,,,,0.0,0.0,0.0
hvac-control,gold_skill,0,benchflow-ai--excitation-signal-design,True,106,0.009433962264150943,0.0,0.0
hvac-control,retrieved_top1_full,0,benchflow-ai--imc-tuning-rules,True,2,0.5,1.0,1.0
hvac-control,hard_distractor,0,chaterm--tuning,False,,0.0,0.0,0.0
hvac-control,random_wrong,0,khw1031--feature-workflow,False,,0.0,0.0,0.0
hvac-control,no_skill,1,,,,0.0,0.0,0.0
hvac-control,gold_skill,1,benchflow-ai--excitation-signal-design,True,106,0.009433962264150943,0.0,0.0
hvac-control,retrieved_top1_full,1,benchflow-ai--imc-tuning-rules,True,2,0.5,1.0,1.0
hvac-control,hard_distractor,1,chaterm--tuning,False,,0.0,0.0,0.0
hvac-control,random_wrong,1,0xdarkmatter--review,False,,0.0,0.0,0.0
hvac-control,no_skill,2,,,,0.0,0.0,0.0
hvac-control,gold_skill,2,benchflow-ai--excitation-signal-design,True,106,0.009433962264150943,0.0,0.0
hvac-control,retrieved_top1_full,2,benchflow-ai--imc-tuning-rules,True,2,0.5,1.0,1.0
hvac-control,hard_distractor,2,chaterm--tuning,False,,0.0,0.0,0.0
hvac-control,random_wrong,2,aj-geddes--real-time-features,False,,0.0,0.0,0.0
invoice-fraud-detection,no_skill,0,,,,0.0,0.0,0.0
invoice-fraud-detection,gold_skill,0,benchflow-ai--fuzzy-match,True,287,0.003484320557491289,0.0,0.0
invoice-fraud-detection,retrieved_top1_full,0,benchflow-ai--fuzzy-match,True,287,0.003484320557491289,0.0,0.0
invoice-fraud-detection,hard_distractor,0,josiahsiegel--string-manipulation-mastery,False,,0.0,0.0,0.0
invoice-fraud-detection,random_wrong,0,taylorhuston--complete,False,,0.0,0.0,0.0
invoice-fraud-detection,no_skill,1,,,,0.0,0.0,0.0
invoice-fraud-detection,gold_skill,1,benchflow-ai--fuzzy-match,True,287,0.003484320557491289,0.0,0.0
invoice-fraud-detection,retrieved_top1_full,1,benchflow-ai--fuzzy-match,True,287,0.003484320557491289,0.0,0.0
invoice-fraud-detection,hard_distractor,1,josiahsiegel--string-manipulation-mastery,False,,0.0,0.0,0.0
invoice-fraud-detection,random_wrong,1,iamladi--interview,False,,0.0,0.0,0.0
invoice-fraud-detection,no_skill,2,,,,0.0,0.0,0.0
invoice-fraud-detection,gold_skill,2,benchflow-ai--fuzzy-match,True,287,0.003484320557491289,0.0,0.0
invoice-fraud-detection,retrieved_top1_full,2,benchflow-ai--fuzzy-match,True,287,0.003484320557491289,0.0,0.0
invoice-fraud-detection,hard_distractor,2,josiahsiegel--string-manipulation-mastery,False,,0.0,0.0,0.0
invoice-fraud-detection,random_wrong,2,maroffo--obsidian,False,,0.0,0.0,0.0
jax-computing-basics,no_skill,0,,,,0.0,0.0,0.0
jax-computing-basics,gold_skill,0,benchflow-ai--jax-skills,True,3,0.3333333333333333,1.0,1.0
jax-computing-basics,retrieved_top1_full,0,mindrally--jax-best-practices,False,13,0.07692307692307693,0.0,1.0
jax-computing-basics,hard_distractor,0,parcadei--pint-compute,False,,0.0,0.0,0.0
jax-computing-basics,random_wrong,0,patricio0312rev--structured-output-extractor,False,,0.0,0.0,0.0
jax-computing-basics,no_skill,1,,,,0.0,0.0,0.0
jax-computing-basics,gold_skill,1,benchflow-ai--jax-skills,True,3,0.3333333333333333,1.0,1.0
jax-computing-basics,retrieved_top1_full,1,mindrally--jax-best-practices,False,13,0.07692307692307693,0.0,1.0
jax-computing-basics,hard_distractor,1,parcadei--pint-compute,False,,0.0,0.0,0.0
jax-computing-basics,random_wrong,1,pjt222--learn,False,,0.0,0.0,0.0
jax-computing-basics,no_skill,2,,,,0.0,0.0,0.0
jax-computing-basics,gold_skill,2,benchflow-ai--jax-skills,True,3,0.3333333333333333,1.0,1.0
jax-computing-basics,retrieved_top1_full,2,mindrally--jax-best-practices,False,13,0.07692307692307693,0.0,1.0
jax-computing-basics,hard_distractor,2,parcadei--pint-compute,False,,0.0,0.0,0.0
jax-computing-basics,random_wrong,2,jeremylongshore--juicebox-multi-env-setup,False,,0.0,0.0,0.0
jpg-ocr-stat,no_skill,0,,,,0.0,0.0,0.0
jpg-ocr-stat,gold_skill,0,benchflow-ai--image-ocr,True,2,0.5,1.0,1.0
jpg-ocr-stat,retrieved_top1_full,0,omer-metin--document-ai,False,,0.0,0.0,0.0
jpg-ocr-stat,hard_distractor,0,countbot-ai--image-analysis,False,651,0.0015360983102918587,0.0,0.0
jpg-ocr-stat,random_wrong,0,davila7--form-cro,False,,0.0,0.0,0.0
jpg-ocr-stat,no_skill,1,,,,0.0,0.0,0.0
jpg-ocr-stat,gold_skill,1,benchflow-ai--image-ocr,True,2,0.5,1.0,1.0
jpg-ocr-stat,retrieved_top1_full,1,omer-metin--document-ai,False,,0.0,0.0,0.0
jpg-ocr-stat,hard_distractor,1,countbot-ai--image-analysis,False,651,0.0015360983102918587,0.0,0.0
jpg-ocr-stat,random_wrong,1,pproenca--codemod,False,,0.0,0.0,0.0
jpg-ocr-stat,no_skill,2,,,,0.0,0.0,0.0
jpg-ocr-stat,gold_skill,2,benchflow-ai--image-ocr,True,2,0.5,1.0,1.0
jpg-ocr-stat,retrieved_top1_full,2,omer-metin--document-ai,False,,0.0,0.0,0.0
jpg-ocr-stat,hard_distractor,2,countbot-ai--image-analysis,False,651,0.0015360983102918587,0.0,0.0
jpg-ocr-stat,random_wrong,2,sickn33--hugging-face-cli,False,,0.0,0.0,0.0
lab-unit-harmonization,no_skill,0,,,,0.0,0.0,0.0
lab-unit-harmonization,gold_skill,0,benchflow-ai--lab-unit-harmonization,True,1,1.0,1.0,1.0
lab-unit-harmonization,retrieved_top1_full,0,zrt-ai-lab--csv-data-summarizer,False,901,0.0011098779134295228,0.0,0.0
lab-unit-harmonization,hard_distractor,0,zrt-ai-lab--csv-data-summarizer,False,901,0.0011098779134295228,0.0,0.0
lab-unit-harmonization,random_wrong,0,evstack--ev-node-explainer,False,,0.0,0.0,0.0
lab-unit-harmonization,no_skill,1,,,,0.0,0.0,0.0
lab-unit-harmonization,gold_skill,1,benchflow-ai--lab-unit-harmonization,True,1,1.0,1.0,1.0
lab-unit-harmonization,retrieved_top1_full,1,zrt-ai-lab--csv-data-summarizer,False,901,0.0011098779134295228,0.0,0.0
lab-unit-harmonization,hard_distractor,1,zrt-ai-lab--csv-data-summarizer,False,901,0.0011098779134295228,0.0,0.0
lab-unit-harmonization,random_wrong,1,casper-studios--better-all,False,,0.0,0.0,0.0
lab-unit-harmonization,no_skill,2,,,,0.0,0.0,0.0
lab-unit-harmonization,gold_skill,2,benchflow-ai--lab-unit-harmonization,True,1,1.0,1.0,1.0
lab-unit-harmonization,retrieved_top1_full,2,zrt-ai-lab--csv-data-summarizer,False,901,0.0011098779134295228,0.0,0.0
lab-unit-harmonization,hard_distractor,2,zrt-ai-lab--csv-data-summarizer,False,901,0.0011098779134295228,0.0,0.0
lab-unit-harmonization,random_wrong,2,andrelandgraf--authentication,False,,0.0,0.0,0.0
lake-warming-attribution,no_skill,0,,,,0.0,0.0,0.0
lake-warming-attribution,gold_skill,0,benchflow-ai--contribution-analysis,True,,0.0,0.0,0.0
lake-warming-attribution,retrieved_top1_full,0,jeremylongshore--feature-importance-analyzer,False,,0.0,0.0,0.0
lake-warming-attribution,hard_distractor,0,liushuang393--market-trend-analysis,False,,0.0,0.0,0.0
lake-warming-attribution,random_wrong,0,pproenca--js-google,False,,0.0,0.0,0.0
lake-warming-attribution,no_skill,1,,,,0.0,0.0,0.0
lake-warming-attribution,gold_skill,1,benchflow-ai--contribution-analysis,True,,0.0,0.0,0.0
lake-warming-attribution,retrieved_top1_full,1,jeremylongshore--feature-importance-analyzer,False,,0.0,0.0,0.0
lake-warming-attribution,hard_distractor,1,liushuang393--market-trend-analysis,False,,0.0,0.0,0.0
lake-warming-attribution,random_wrong,1,apollographql--rover,False,,0.0,0.0,0.0
lake-warming-attribution,no_skill,2,,,,0.0,0.0,0.0
lake-warming-attribution,gold_skill,2,benchflow-ai--contribution-analysis,True,,0.0,0.0,0.0
lake-warming-attribution,retrieved_top1_full,2,jeremylongshore--feature-importance-analyzer,False,,0.0,0.0,0.0
lake-warming-attribution,hard_distractor,2,liushuang393--market-trend-analysis,False,,0.0,0.0,0.0
lake-warming-attribution,random_wrong,2,encoredev--encore-database,False,,0.0,0.0,0.0
latex-formula-extraction,no_skill,0,,,,0.0,0.0,0.0
latex-formula-extraction,gold_skill,0,benchflow-ai--marker,True,42,0.023809523809523808,0.0,1.0
latex-formula-extraction,retrieved_top1_full,0,huangwb8--make-latex-model,False,130,0.007692307692307693,0.0,0.0
latex-formula-extraction,hard_distractor,0,huangwb8--make-latex-model,False,130,0.007692307692307693,0.0,0.0
latex-formula-extraction,random_wrong,0,yoanbernabeu--grepai-trace-callees,False,,0.0,0.0,0.0
latex-formula-extraction,no_skill,1,,,,0.0,0.0,0.0
latex-formula-extraction,gold_skill,1,benchflow-ai--marker,True,42,0.023809523809523808,0.0,1.0
latex-formula-extraction,retrieved_top1_full,1,huangwb8--make-latex-model,False,130,0.007692307692307693,0.0,0.0
latex-formula-extraction,hard_distractor,1,huangwb8--make-latex-model,False,130,0.007692307692307693,0.0,0.0
